Year,Republic,SPY
2016,0.17578641809843498,0.11997887064484525
2017,0.22001605311274353,0.21705423837209703
2018,-0.03464449976157835,-0.04568984399693843
2019,0.28204587015349314,0.3122384804094709
2020,0.16991588051284756,0.18331626017004687
2021,0.23412419509340632,0.28728769487345107
2022,0.01697489183657508,-0.18175347637637362
2023,0.10980987146429166,0.26175765116622385
2024,0.21545030003599397,0.24886468043810894
2025,0.17157179143378154,0.17719055511914594
